name,ethnic,rate
Guting,Gothic,3
Ostrogoth,Gothic,3
Visigoth,Gothic,2
Vesi,Gothic,2
Gruthung,Gothic,2
Hermannaric,Gothic,2
Fritigern,Gothic,2
Leovigilding,Gothic,2
Agilaing,Gothic,2
Agilamann,Gothic,2
Agilawald,Gothic,2
Agilahart,Gothic,2
Agilabert,Gothic,2
Euricing,Gothic,2
Euricmann,Gothic,2
Euricwald,Gothic,2
Eurichart,Gothic,1
Euricbert,Gothic,1
Waliaing,Gothic,1
Waliamann,Gothic,1
Waliawald,Gothic,1
Waliahart,Gothic,1
Waliabert,Gothic,1
Alaricmann,Gothic,1
Alaricwald,Gothic,1
Alarichart,Gothic,1
Alaricbert,Gothic,1
Totiling,Gothic,1
Totilmann,Gothic,1
Totilwald,Gothic,1
Totilhart,Gothic,1
Totilbert,Gothic,1
Gesalecing,Gothic,1
Gesalecmann,Gothic,1
Gesalecwald,Gothic,1
Gesalechart,Gothic,1
Gesalecbert,Gothic,1
Rodering,Gothic,1
Rodermann,Gothic,1
Roderwald,Gothic,1
Dardan,Illyrian,3
Ardiaei,Illyrian,3
Taulant,Illyrian,3
Labeat,Illyrian,3
Enchelei,Illyrian,3
Dassaret,Illyrian,3
Pannon,Illyrian,3
Autariate,Illyrian,3
Delmatae,Illyrian,3
Liburnian,Illyrian,3
Iapodian,Illyrian,2
Glaukid,Illyrian,2
Batonid,Illyrian,2
Gentiad,Illyrian,2
Agronid,Illyrian,2
Skerdilaid,Illyrian,2
Batoid,Illyrian,2
Batoicus,Illyrian,2
Batoian,Illyrian,2
Batoenus,Illyrian,2
Batoides,Illyrian,2
Agronicus,Illyrian,2
Agronian,Illyrian,2
Agronenus,Illyrian,2
Agronides,Illyrian,1
Andesid,Illyrian,1
Andesicus,Illyrian,1
Andesian,Illyrian,1
Andesenus,Illyrian,1
Andesides,Illyrian,1
Verzoid,Illyrian,1
Verzoicus,Illyrian,1
Verzoian,Illyrian,1
Verzoenus,Illyrian,1
Verzoides,Illyrian,1
Grabosid,Illyrian,1
Grabosicus,Illyrian,1
Grabosian,Illyrian,1
Grabosenus,Illyrian,1
Grabosides,Illyrian,1
Pinnesid,Illyrian,1
Pinnesicus,Illyrian,1
Pinnesian,Illyrian,1
Pinnesenus,Illyrian,1
Pinnesides,Illyrian,1
Platorid,Illyrian,1
Platoricus,Illyrian,1
Platorian,Illyrian,1
ONeill,Irish Gaelic,3
OBrien,Irish Gaelic,3
MacCarthy,Irish Gaelic,3
MacMurrough,Irish Gaelic,3
OConnor,Irish Gaelic,3
MacDermot,Irish Gaelic,3
ODonnell,Irish Gaelic,3
ORourke,Irish Gaelic,3
MacMahon,Irish Gaelic,3
MacLochlainn,Irish Gaelic,3
MacAodha,Irish Gaelic,2
ODubhda,Irish Gaelic,2
OFlaithbertach,Irish Gaelic,2
MacGillapatrick,Irish Gaelic,2
OMalley,Irish Gaelic,2
OKelly,Irish Gaelic,2
OSullivan,Irish Gaelic,2
MacBrian,Irish Gaelic,2
MacAed,Irish Gaelic,2
OAed,Irish Gaelic,2
UiAed,Irish Gaelic,2
Aedan,Irish Gaelic,2
Aedach,Irish Gaelic,2
MacArt,Irish Gaelic,2
OArt,Irish Gaelic,1
UiArt,Irish Gaelic,1
Artan,Irish Gaelic,1
Artach,Irish Gaelic,1
MacFinn,Irish Gaelic,1
OFinn,Irish Gaelic,1
UiFinn,Irish Gaelic,1
Finnan,Irish Gaelic,1
Finnach,Irish Gaelic,1
MacTadc,Irish Gaelic,1
OTadc,Irish Gaelic,1
UiTadc,Irish Gaelic,1
Tadcan,Irish Gaelic,1
Tadcach,Irish Gaelic,1
OBrian,Irish Gaelic,1
UiBrian,Irish Gaelic,1
Brianan,Irish Gaelic,1
Brianach,Irish Gaelic,1
MacFlann,Irish Gaelic,1
OFlann,Irish Gaelic,1
UiFlann,Irish Gaelic,1
Flannan,Irish Gaelic,1
Flannach,Irish Gaelic,1
MacNiall,Irish Gaelic,1
ONiall,Irish Gaelic,1
UiNiall,Irish Gaelic,1
Niallan,Irish Gaelic,1
Niallach,Irish Gaelic,1
MacAengus,Irish Gaelic,1
OAengus,Irish Gaelic,1
Karjalainen,Karelian,3
Korhonen,Karelian,3
Nieminen,Karelian,3
Miettinen,Karelian,3
Hamalainen,Karelian,3
Koskinen,Karelian,3
Heikkinen,Karelian,3
Kettunen,Karelian,3
Laukkanen,Karelian,3
Partanen,Karelian,3
Rautiainen,Karelian,2
Hakkarainen,Karelian,2
Kivinen,Karelian,2
Metsanen,Karelian,2
Jokinen,Karelian,2
Saarinen,Karelian,2
Ironen,Karelian,2
Irola,Karelian,2
Iromaki,Karelian,2
Irojarvi,Karelian,2
Iromo,Karelian,2
Ahtinen,Karelian,2
Ahtila,Karelian,2
Ahtimaki,Karelian,2
Ahtijarvi,Karelian,1
Ahtimo,Karelian,1
Eeronen,Karelian,1
Eerola,Karelian,1
Eeromaki,Karelian,1
Eerojarvi,Karelian,1
Eeromo,Karelian,1
Juhonen,Karelian,1
Juhola,Karelian,1
Juhomaki,Karelian,1
Juhojarvi,Karelian,1
Juhomo,Karelian,1
Untonen,Karelian,1
Untola,Karelian,1
Untomaki,Karelian,1
Untojarvi,Karelian,1
Untomo,Karelian,1
Anttinen,Karelian,1
Anttila,Karelian,1
Anttimaki,Karelian,1
Anttijarvi,Karelian,1
Anttimo,Karelian,1
Kaukonen,Karelian,1
Kaukola,Karelian,1
Aelius,Latin/Roman,3
Aemilius,Latin/Roman,3
Annius,Latin/Roman,3
Antonius,Latin/Roman,3
Appius,Latin/Roman,3
Aquilius,Latin/Roman,3
Atilius,Latin/Roman,3
Aurelius,Latin/Roman,3
Caecilius,Latin/Roman,3
Calpurnius,Latin/Roman,3
Cassius,Latin/Roman,2
Claudius,Latin/Roman,2
Cornelius,Latin/Roman,2
Domitius,Latin/Roman,2
Fabius,Latin/Roman,2
Fabricius,Latin/Roman,2
Flavius,Latin/Roman,2
Fulvius,Latin/Roman,2
Furius,Latin/Roman,2
Horatius,Latin/Roman,2
Julius,Latin/Roman,2
Junius,Latin/Roman,2
Licinius,Latin/Roman,2
Livius,Latin/Roman,2
Lucretius,Latin/Roman,1
Manlius,Latin/Roman,1
Marcius,Latin/Roman,1
Marius,Latin/Roman,1
Minucius,Latin/Roman,1
Mucius,Latin/Roman,1
Octavius,Latin/Roman,1
Papirius,Latin/Roman,1
Pinarius,Latin/Roman,1
Plautius,Latin/Roman,1
Pompeius,Latin/Roman,1
Pontius,Latin/Roman,1
Porcius,Latin/Roman,1
Postumius,Latin/Roman,1
Quinctius,Latin/Roman,1
Quinctilius,Latin/Roman,1
Scribonius,Latin/Roman,1
Sempronius,Latin/Roman,1
Sergius,Latin/Roman,1
Servilius,Latin/Roman,1
Sulpicius,Latin/Roman,1
Terentius,Latin/Roman,1
Tullius,Latin/Roman,1
Valerius,Latin/Roman,1
Vergilius,Latin/Roman,1
Vibius,Latin/Roman,1
Vitellius,Latin/Roman,1
Volumnius,Latin/Roman,1
Clodius,Latin/Roman,1
Scipio,Latin/Roman,1
Kalnins,Latvian/Latgalian,3
Berzins,Latvian/Latgalian,3
Ozolins,Latvian/Latgalian,3
Balodis,Latvian/Latgalian,3
Liepins,Latvian/Latgalian,3
Eglitis,Latvian/Latgalian,3
Krumins,Latvian/Latgalian,3
Zarins,Latvian/Latgalian,3
Jansons,Latvian/Latgalian,3
Petersons,Latvian/Latgalian,3
Abolins,Latvian/Latgalian,2
Lacis,Latvian/Latgalian,2
Vilks,Latvian/Latgalian,2
Priede,Latvian/Latgalian,2
Graudins,Latvian/Latgalian,2
Auzins,Latvian/Latgalian,2
Daugavietis,Latvian/Latgalian,2
Latgalis,Latvian/Latgalian,2
Tomsaitis,Latvian/Latgalian,2
Tomsunas,Latvian/Latgalian,2
Tomsenas,Latvian/Latgalian,2
Tomsonis,Latvian/Latgalian,2
Tomsiskis,Latvian/Latgalian,2
Ansisaitis,Latvian/Latgalian,2
Ansisunas,Latvian/Latgalian,1
Ansisenas,Latvian/Latgalian,1
Ansisonis,Latvian/Latgalian,1
Ansisiskis,Latvian/Latgalian,1
Eriksaitis,Latvian/Latgalian,1
Eriksunas,Latvian/Latgalian,1
Eriksenas,Latvian/Latgalian,1
Eriksonis,Latvian/Latgalian,1
Eriksiskis,Latvian/Latgalian,1
Gatisaitis,Latvian/Latgalian,1
Gatisunas,Latvian/Latgalian,1
Gatisenas,Latvian/Latgalian,1
Gatisonis,Latvian/Latgalian,1
Gatisiskis,Latvian/Latgalian,1
Janisaitis,Latvian/Latgalian,1
Janisunas,Latvian/Latgalian,1
Janisenas,Latvian/Latgalian,1
Janisonis,Latvian/Latgalian,1
Janisiskis,Latvian/Latgalian,1
Jurisaitis,Latvian/Latgalian,1
Jurisunas,Latvian/Latgalian,1
Jurisenas,Latvian/Latgalian,1
Jurisonis,Latvian/Latgalian,1
Jurisiskis,Latvian/Latgalian,1
Kaup,Livonian,3
Livo,Livonian,3
Salatsi,Livonian,3
Turaida,Livonian,3
Metsepole,Livonian,3
Koiva,Livonian,3
Irbe,Livonian,3
Randa,Livonian,3
Vidzeme,Livonian,3
Kolka,Livonian,3
Mazirbe,Livonian,2
Vainola,Livonian,2
Kandava,Livonian,2
Talsi,Livonian,2
Limba,Livonian,2
Daugava,Livonian,2
Ansnen,Livonian,2
Ansla,Livonian,2
Ansmaki,Livonian,2
Ansjarvi,Livonian,2
Ansmo,Livonian,2
Yrinen,Livonian,2
Yrila,Livonian,2
Yrimaki,Livonian,2
Yrijarvi,Livonian,1
Yrimo,Livonian,1
Karlnen,Livonian,1
Karla,Livonian,1
Karlmaki,Livonian,1
Karljarvi,Livonian,1
Karlmo,Livonian,1
Vilinen,Livonian,1
Vilila,Livonian,1
Vilimaki,Livonian,1
Vilijarvi,Livonian,1
Vilimo,Livonian,1
Gausian,Lombard,3
Lething,Lombard,3
Aroding,Lombard,3
Wachoning,Lombard,3
Gisulfing,Lombard,3
Alboining,Lombard,3
Rotharing,Lombard,3
Liutpranding,Lombard,3
Beneventan,Lombard,3
Spoleto,Lombard,3
Friulan,Lombard,2
Cividale,Lombard,2
Ticinus,Lombard,2
Langobard,Lombard,2
Perctariting,Lombard,2
Grimoalding,Lombard,2
Tassoing,Lombard,2
Tassomann,Lombard,2
Tassowald,Lombard,2
Tassohart,Lombard,2
Tassobert,Lombard,2
Wachoing,Lombard,2
Wachomann,Lombard,2
Wachowald,Lombard,2
Wachohart,Lombard,1
Wachobert,Lombard,1
Alboinmann,Lombard,1
Alboinwald,Lombard,1
Alboinhart,Lombard,1
Alboinbert,Lombard,1
Gisulfmann,Lombard,1
Gisulfwald,Lombard,1
Gisulfhart,Lombard,1
Gisulfbert,Lombard,1
Agilulfing,Lombard,1
Agilulfmann,Lombard,1
Agilulfwald,Lombard,1
Agilulfhart,Lombard,1
Agilulfbert,Lombard,1
Arichising,Lombard,1
Arichismann,Lombard,1
Arichiswald,Lombard,1
Arichishart,Lombard,1
Arichisbert,Lombard,1
Autharing,Lombard,1
Autharimann,Lombard,1
Authariwald,Lombard,1
Autharihart,Lombard,1
Artas,Messapic,3
Dazimas,Messapic,3
Lahona,Messapic,3
Plator,Messapic,3
Rudiae,Messapic,3
Venas,Messapic,3
Callia,Messapic,3
Brundisian,Messapic,3
Calabrus,Messapic,3
Iapyx,Messapic,3
Uzentum,Messapic,2
Mandurian,Messapic,2
Tarentine,Messapic,2
Peucetian,Messapic,2
Daunian,Messapic,2
Salentin,Messapic,2
Zisna,Messapic,2
Zisnas,Messapic,2
Zisnei,Messapic,2
Zisicus,Messapic,2
Zisian,Messapic,2
Aplisna,Messapic,2
Aplisnas,Messapic,2
Aplisnei,Messapic,2
Aplisicus,Messapic,1
Aplisian,Messapic,1
Tatorna,Messapic,1
Tatornas,Messapic,1
Tatornei,Messapic,1
Tatoricus,Messapic,1
Tatorian,Messapic,1
Venasna,Messapic,1
Venasnas,Messapic,1
Venasnei,Messapic,1
Venasicus,Messapic,1
Venasian,Messapic,1
Abbas,Middle Dutch,1
Aec,Middle Dutch,1
Alfsteen,Middle Dutch,1
Ankere,Middle Dutch,1
Appelman,Middle Dutch,1
Armigero,Middle Dutch,1
Asart,Middle Dutch,1
Asarts,Middle Dutch,1
Auonde,Middle Dutch,1
Aurifaber,Middle Dutch,1
Backer,Middle Dutch,1
Backere,Middle Dutch,1
Backre,Middle Dutch,1
Bacre,Middle Dutch,1
Baeliu,Middle Dutch,1
Baers,Middle Dutch,1
Baetselere,Middle Dutch,1
Bake,Middle Dutch,1
Baligant,Middle Dutch,1
Baliu,Middle Dutch,1
Ballinc,Middle Dutch,1
Balspeler,Middle Dutch,1
Bange,Middle Dutch,1
Banghe,Middle Dutch,1
Bara,Middle Dutch,1
Bardemaker,Middle Dutch,1
Bards,Middle Dutch,1
Barlebaens,Middle Dutch,1
Bart,Middle Dutch,1
Bartmacre,Middle Dutch,1
Barvoet,Middle Dutch,1
Bascheleer,Middle Dutch,1
Bastart,Middle Dutch,1
Batchelere,Middle Dutch,1
Batselere,Middle Dutch,1
Batsheleer,Middle Dutch,1
Battenman,Middle Dutch,1
Bec,Middle Dutch,1
Beghina,Middle Dutch,1
Beghine,Middle Dutch,1
Begine,Middle Dutch,1
Bein,Middle Dutch,1
Bennes,Middle Dutch,1
Bicken,Middle Dutch,1
Bie,Middle Dutch,1
Bier,Middle Dutch,1
Bigordel,Middle Dutch,1
Bindere,Middle Dutch,1
Bindren,Middle Dutch,1
Blandere,Middle Dutch,1
Blase,Middle Dutch,1
Blasere,Middle Dutch,1
Blaubloeme,Middle Dutch,1
Blauoets,Middle Dutch,1
Blawers,Middle Dutch,1
Bleckere,Middle Dutch,1
Blessard,Middle Dutch,1
Blideleuen,Middle Dutch,1
Bloemart,Middle Dutch,1
Bloeme,Middle Dutch,1
Blome,Middle Dutch,1
Blonde,Middle Dutch,1
Bobel,Middle Dutch,1
Bode,Middle Dutch,1
Bodeken,Middle Dutch,1
Bodeliere,Middle Dutch,1
Boec,Middle Dutch,1
Boel,Middle Dutch,1
Boene,Middle Dutch,1
Boeter,Middle Dutch,1
Boeterman,Middle Dutch,1
Boghart,Middle Dutch,1
Bokel,Middle Dutch,1
Bollart,Middle Dutch,1
Boman,Middle Dutch,1
Bone,Middle Dutch,1
Bonevent,Middle Dutch,1
Bonevente,Middle Dutch,1
Bonghe,Middle Dutch,1
Borluet,Middle Dutch,1
Borlut,Middle Dutch,1
Borlutte,Middle Dutch,1
Borsdraghere,Middle Dutch,1
Botere,Middle Dutch,1
Boterman,Middle Dutch,1
Botlar,Middle Dutch,1
Boueri,Middle Dutch,1
Bouier,Middle Dutch,1
Bove,Middle Dutch,1
Brassator,Middle Dutch,1
Brassere,Middle Dutch,1
Brebart,Middle Dutch,1
Brede,Middle Dutch,1
Breede,Middle Dutch,1
Broedere,Middle Dutch,1
Broem,Middle Dutch,1
Brouwere,Middle Dutch,1
Brune,Middle Dutch,1
Bruneel,Middle Dutch,1
Brusch,Middle Dutch,1
Bruus,Middle Dutch,1
Buc,Middle Dutch,1
Buce,Middle Dutch,1
Buch,Middle Dutch,1
Buec,Middle Dutch,1
Buekel,Middle Dutch,1
Buk,Middle Dutch,1
Buke,Middle Dutch,1
Burne,Middle Dutch,1
Busseel,Middle Dutch,1
Butel,Middle Dutch,1
Buthiel,Middle Dutch,1
Butter,Middle Dutch,1
Butzeel,Middle Dutch,1
Butzel,Middle Dutch,1
Butziel,Middle Dutch,1
Bux,Middle Dutch,1
Buyc,Middle Dutch,1
Bye,Middle Dutch,1
Cabellau,Middle Dutch,1
Cabelliau,Middle Dutch,1
Cabus,Middle Dutch,1
Cabuys,Middle Dutch,1
Caen,Middle Dutch,1
Calf,Middle Dutch,1
Callart,Middle Dutch,1
Calle,Middle Dutch,1
Calsidemakere,Middle Dutch,1
Calsieder,Middle Dutch,1
Calvesnack,Middle Dutch,1
Calvus,Middle Dutch,1
Cammaker,Middle Dutch,1
Cammakere,Middle Dutch,1
Cammere,Middle Dutch,1
Camscerppere,Middle Dutch,1
Candelarius,Middle Dutch,1
Canis,Middle Dutch,1
Canne,Middle Dutch,1
Canonicus,Middle Dutch,1
Cant,Middle Dutch,1
Capellanus,Middle Dutch,1
Capoen,Middle Dutch,1
Cardemacre,Middle Dutch,1
Cardemakere,Middle Dutch,1
Carmer,Middle Dutch,1
Carmere,Middle Dutch,1
Carpentarius,Middle Dutch,1
Case,Middle Dutch,1
Casselaer,Middle Dutch,1
Castellana,Middle Dutch,1
Catere,Middle Dutch,1
Cauersijn,Middle Dutch,1
Causemakre,Middle Dutch,1
Cauwen,Middle Dutch,1
Cellarius,Middle Dutch,1
Choman,Middle Dutch,1
Clareitmakere,Middle Dutch,1
Claustro,Middle Dutch,1
Cledecoepers,Middle Dutch,1
Cledercuts,Middle Dutch,1
Cleenheere,Middle Dutch,1
Cleensmeets,Middle Dutch,1
Cleine,Middle Dutch,1
Clenke,Middle Dutch,1
Clerc,Middle Dutch,1
Clerck,Middle Dutch,1
Clericus,Middle Dutch,1
Clerke,Middle Dutch,1
Clinkart,Middle Dutch,1
Clocghietere,Middle Dutch,1
Clocghitre,Middle Dutch,1
Clove,Middle Dutch,1
Cnif,Middle Dutch,1
Cnijf,Middle Dutch,1
Cnode,Middle Dutch,1
Coc,Middle Dutch,1
Cock,Middle Dutch,1
Cockine,Middle Dutch,1
Cocwachtee,Middle Dutch,1
Cocwachter,Middle Dutch,1
Codde,Middle Dutch,1
Coe,Middle Dutch,1
Cokemester,Middle Dutch,1
Cokemestere,Middle Dutch,1
Coleman,Middle Dutch,1
Colsebyle,Middle Dutch,1
Colueken,Middle Dutch,1
Coluen,Middle Dutch,1
Coman,Middle Dutch,1
Comes,Middle Dutch,1
Comitus,Middle Dutch,1
Commandator,Middle Dutch,1
Commer,Middle Dutch,1
Compere,Middle Dutch,1
Coninc,Middle Dutch,1
Conreidere,Middle Dutch,1
Coquus,Middle Dutch,1
Coram,Middle Dutch,1
Corbeel,Middle Dutch,1
Cordinge,Middle Dutch,1
Cordinghe,Middle Dutch,1
Coren,Middle Dutch,1
Corenman,Middle Dutch,1
Cornuit,Middle Dutch,1
Cornute,Middle Dutch,1
Costre,Middle Dutch,1
Cotoen,Middle Dutch,1
Couer,Middle Dutch,1
Cousemaker,Middle Dutch,1
Cousemakere,Middle Dutch,1
Cousemakre,Middle Dutch,1
Cousen,Middle Dutch,1
Cousmacre,Middle Dutch,1
Cousmaker,Middle Dutch,1
Cousmakre,Middle Dutch,1
Covelare,Middle Dutch,1
Craie,Middle Dutch,1
Craiman,Middle Dutch,1
Crane,Middle Dutch,1
Craye,Middle Dutch,1
Crick,Middle Dutch,1
Criec,Middle Dutch,1
Croenekin,Middle Dutch,1
Croic,Middle Dutch,1
Croppes,Middle Dutch,1
Crudepen,Middle Dutch,1
Crudepenninx,Middle Dutch,1
Crul,Middle Dutch,1
Crulleboye,Middle Dutch,1
Crulleken,Middle Dutch,1
Cultellifici,Middle Dutch,1
CumMacula,Middle Dutch,1
Cuparij,Middle Dutch,1
Cuper,Middle Dutch,1
Cupere,Middle Dutch,1
Cupre,Middle Dutch,1
Curthals,Middle Dutch,1
Damman,Middle Dutch,1
Dapifero,Middle Dutch,1
Decanus,Middle Dutch,1
Deckere,Middle Dutch,1
Deken,Middle Dutch,1
Demersman,Middle Dutch,1
Desmet,Middle Dutch,1
Dhardere,Middle Dutch,1
Dhelmmakere,Middle Dutch,1
Dhudeuettere,Middle Dutch,1
Dicbier,Middle Dutch,1
Dicbir,Middle Dutch,1
Dickbier,Middle Dutch,1
Dienieneverloech,Middle Dutch,1
Doncker,Middle Dutch,1
Donevoet,Middle Dutch,1
Dorewachter,Middle Dutch,1
Dreet,Middle Dutch,1
Dresche,Middle Dutch,1
Droeue,Middle Dutch,1
Dronkine,Middle Dutch,1
Drossaet,Middle Dutch,1
Ducissa,Middle Dutch,1
Ducisse,Middle Dutch,1
Duckard,Middle Dutch,1
Duker,Middle Dutch,1
Dukinc,Middle Dutch,1
Dukinghe,Middle Dutch,1
Durcant,Middle Dutch,1
Durwardere,Middle Dutch,1
Duue,Middle Dutch,1
Duvel,Middle Dutch,1
Dux,Middle Dutch,1
Edelinc,Middle Dutch,1
Euer,Middle Dutch,1
Faber,Middle Dutch,1
Fabrica,Middle Dutch,1
Fermentator,Middle Dutch,1
Fierenblase,Middle Dutch,1
Fierenblayse,Middle Dutch,1
Fierenbras,Middle Dutch,1
Firenblais,Middle Dutch,1
Firenbrais,Middle Dutch,1
Formator,Middle Dutch,1
Forneysmakere,Middle Dutch,1
Froes,Middle Dutch,1
Fysikerevan,Middle Dutch,1
Gansebrader,Middle Dutch,1
Gardianus,Middle Dutch,1
Ghoede,Middle Dutch,1
Ghorter,Middle Dutch,1
Gole,Middle Dutch,1
Gortemakere,Middle Dutch,1
Goude,Middle Dutch,1
Goudsmede,Middle Dutch,1
Gousmet,Middle Dutch,1
Goutsmet,Middle Dutch,1
Graeuwerkere,Middle Dutch,1
Graue,Middle Dutch,1
Grauinne,Middle Dutch,1
Grauuerkers,Middle Dutch,1
Grauwerke,Middle Dutch,1
Grauwerker,Middle Dutch,1
Grawerkere,Middle Dutch,1
Groete,Middle Dutch,1
Gruter,Middle Dutch,1
Grutere,Middle Dutch,1
Gruters,Middle Dutch,1
Guardianus,Middle Dutch,1
Gughelare,Middle Dutch,1
Haec,Middle Dutch,1
Hanen,Middle Dutch,1
Heldecop,Middle Dutch,1
Heurkint,Middle Dutch,1
Heylighevrouwe,Middle Dutch,1
Hoedekine,Middle Dutch,1
Hoefman,Middle Dutch,1
Hoeft,Middle Dutch,1
Hoeghen,Middle Dutch,1
Hoen,Middle Dutch,1
Hoens,Middle Dutch,1
Hoesterlinc,Middle Dutch,1
Hoetman,Middle Dutch,1
Hoeuedekin,Middle Dutch,1
Hoghen,Middle Dutch,1
Hoiman,Middle Dutch,1
Hons,Middle Dutch,1
Hont,Middle Dutch,1
Honte,Middle Dutch,1
Horenblaser,Middle Dutch,1
Horenblasere,Middle Dutch,1
Houdewerkers,Middle Dutch,1
Houteman,Middle Dutch,1
Houtman,Middle Dutch,1
Hoyeman,Middle Dutch,1
Hudeuettre,Middle Dutch,1
Hudevettere,Middle Dutch,1
Huntekin,Middle Dutch,1
Huuchals,Middle Dutch,1
Hyseriin,Middle Dutch,1
Iagher,Middle Dutch,1
Innighe,Middle Dutch,1
Investitus,Middle Dutch,1
Iude,Middle Dutch,1
Jeude,Middle Dutch,1
Jode,Middle Dutch,1
Joede,Middle Dutch,1
Jserine,Middle Dutch,1
Jude,Middle Dutch,1
Junghe,Middle Dutch,1
Juvene,Middle Dutch,1
Kant,Middle Dutch,1
Kardemaker,Middle Dutch,1
Karmers,Middle Dutch,1
Kaus,Middle Dutch,1
Keghelaere,Middle Dutch,1
Keiser,Middle Dutch,1
Kembart,Middle Dutch,1
Kember,Middle Dutch,1
Kenode,Middle Dutch,1
Kersemaker,Middle Dutch,1
Kersmacre,Middle Dutch,1
Kersmakere,Middle Dutch,1
Ketelboetre,Middle Dutch,1
Ketelere,Middle Dutch,1
Ketelter,Middle Dutch,1
Keyser,Middle Dutch,1
Kics,Middle Dutch,1
Kiekiins,Middle Dutch,1
Kiekin,Middle Dutch,1
Kint,Middle Dutch,1
Knode,Middle Dutch,1
Knuts,Middle Dutch,1
Kocghewachter,Middle Dutch,1
Kort,Middle Dutch,1
Korte,Middle Dutch,1
Kriec,Middle Dutch,1
Lakenboetre,Middle Dutch,1
Lammerin,Middle Dutch,1
Lancgeroch,Middle Dutch,1
Lancroc,Middle Dutch,1
Langen,Middle Dutch,1
Langerox,Middle Dutch,1
Langhe,Middle Dutch,1
Langheroc,Middle Dutch,1
Lanthere,Middle Dutch,1
Lapide,Middle Dutch,1
Lecker,Middle Dutch,1
Ledeghe,Middle Dutch,1
Leemplackere,Middle Dutch,1
Leencnecht,Middle Dutch,1
Leimplackere,Middle Dutch,1
Lepelare,Middle Dutch,1
Lepele,Middle Dutch,1
Lettele,Middle Dutch,1
Linemacre,Middle Dutch,1
Linemakere,Middle Dutch,1
Lodderken,Middle Dutch,1
Loddernie,Middle Dutch,1
Loeuin,Middle Dutch,1
Lombard,Middle Dutch,1
Lombarde,Middle Dutch,1
Lombarden,Middle Dutch,1
Lombardn,Middle Dutch,1
Lonbarden,Middle Dutch,1
Longus,Middle Dutch,1
Lopere,Middle Dutch,1
Lozere,Middle Dutch,1
Lumbardo,Middle Dutch,1
Luttelman,Middle Dutch,1
Maenschin,Middle Dutch,1
Maerke,Middle Dutch,1
Maetselar,Middle Dutch,1
Magister,Middle Dutch,1
Magnus,Middle Dutch,1
Maiere,Middle Dutch,1
Maior,Middle Dutch,1
Maire,Middle Dutch,1
Makerreel,Middle Dutch,1
Mandemaker,Middle Dutch,1
Manghenus,Middle Dutch,1
Marcelmans,Middle Dutch,1
Markolf,Middle Dutch,1
Marscalc,Middle Dutch,1
Marteel,Middle Dutch,1
Martelmans,Middle Dutch,1
Masc,Middle Dutch,1
Medeblandre,Middle Dutch,1
Melstre,Middle Dutch,1
Melter,Middle Dutch,1
Meltre,Middle Dutch,1
Merseman,Middle Dutch,1
Merserighe,Middle Dutch,1
Mersman,Middle Dutch,1
Mesmaker,Middle Dutch,1
Mesmakere,Middle Dutch,1
Mestelgier,Middle Dutch,1
Metre,Middle Dutch,1
Mey,Middle Dutch,1
Meyer,Middle Dutch,1
Midach,Middle Dutch,1
Mie,Middle Dutch,1
Miles,Middle Dutch,1
Milites,Middle Dutch,1
Minne,Middle Dutch,1
Minneman,Middle Dutch,1
Mmostardmakere,Middle Dutch,1
Moel,Middle Dutch,1
Moelnare,Middle Dutch,1
Moenc,Middle Dutch,1
Moer,Middle Dutch,1
Moes,Middle Dutch,1
Mol,Middle Dutch,1
Molen,Middle Dutch,1
Molendinarius,Middle Dutch,1
Molimakere,Middle Dutch,1
Molnare,Middle Dutch,1
Molnerre,Middle Dutch,1
Mombare,Middle Dutch,1
Monachus,Middle Dutch,1
Monbare,Middle Dutch,1
Monter,Middle Dutch,1
Mostartmaelre,Middle Dutch,1
Mouter,Middle Dutch,1
Mues,Middle Dutch,1
Muil,Middle Dutch,1
Mulart,Middle Dutch,1
Mule,Middle Dutch,1
Naeldemakere,Middle Dutch,1
Naeldemakers,Middle Dutch,1
Naghel,Middle Dutch,1
Napbrekere,Middle Dutch,1
Neue,Middle Dutch,1
Neve,Middle Dutch,1
Niger,Middle Dutch,1
Notarioducis,Middle Dutch,1
Oem,Middle Dutch,1
Oer,Middle Dutch,1
Oge,Middle Dutch,1
Olipot,Middle Dutch,1
Ome,Middle Dutch,1
Omekine,Middle Dutch,1
Omn,Middle Dutch,1
Ongheldere,Middle Dutch,1
Onlost,Middle Dutch,1
Pael,Middle Dutch,1
Paleman,Middle Dutch,1
Palin,Middle Dutch,1
Panne,Middle Dutch,1
Pannekins,Middle Dutch,1
Pannen,Middle Dutch,1
Pape,Middle Dutch,1
Papinge,Middle Dutch,1
Parchamenarius,Middle Dutch,1
Paue,Middle Dutch,1
Paus,Middle Dutch,1
Pauwe,Middle Dutch,1
Peister,Middle Dutch,1
Pellificis,Middle Dutch,1
Pelsere,Middle Dutch,1
Pentier,Middle Dutch,1
Pertshoeft,Middle Dutch,1
Peteman,Middle Dutch,1
Phisicus,Middle Dutch,1
Pinart,Middle Dutch,1
Pipe,Middle Dutch,1
Piscatoris,Middle Dutch,1
Pistor,Middle Dutch,1
Pistoris,Middle Dutch,1
Platea,Middle Dutch,1
Plebanus,Middle Dutch,1
Pluckerose,Middle Dutch,1
Plucrose,Middle Dutch,1
Pluuier,Middle Dutch,1
Poertre,Middle Dutch,1
Poiters,Middle Dutch,1
Portere,Middle Dutch,1
