name,gender,ethnic,name_part,rate
Liutprand,Male,Lombard,0,2
Perctarit,Male,Lombard,0,2
Radoald,Male,Lombard,0,1
Ratchis,Male,Lombard,0,1
Rothari,Male,Lombard,0,1
Sundrarit,Male,Lombard,0,1
Tasso,Male,Lombard,0,1
Wacho,Male,Lombard,0,1
Apla,Female,Messapic,0,3
Artia,Female,Messapic,0,3
Blasa,Female,Messapic,0,3
Dazima,Female,Messapic,0,3
Dazona,Female,Messapic,0,3
Lahona,Female,Messapic,0,2
Menzana,Female,Messapic,0,2
Platora,Female,Messapic,0,2
Rudia,Female,Messapic,0,2
Tatora,Female,Messapic,0,2
Venasa,Female,Messapic,0,2
Zisa,Female,Messapic,0,2
Aplis,Male,Messapic,0,3
Arthas,Male,Messapic,0,3
Blaesus,Male,Messapic,0,3
Dazimos,Male,Messapic,0,3
Dazohon,Male,Messapic,0,3
Dazomas,Male,Messapic,0,2
Dazopos,Male,Messapic,0,2
Lahona,Male,Messapic,0,2
Menzana,Male,Messapic,0,2
Plator,Male,Messapic,0,2
Rudiae,Male,Messapic,0,2
Tator,Male,Messapic,0,2
Theotor,Male,Messapic,0,2
Venas,Male,Messapic,0,2
Zis,Male,Messapic,0,2
Lisebette,Female,Middle Dutch,0,42
Aleydis,Female,Middle Dutch,0,36
Gertrudis,Female,Middle Dutch,0,16
Katerina,Female,Middle Dutch,0,15
Mabelie,Female,Middle Dutch,0,12
Aghete,Female,Middle Dutch,0,11
Mette,Female,Middle Dutch,0,11
Beatrice,Female,Middle Dutch,0,10
Aue,Female,Middle Dutch,0,9
Marie,Female,Middle Dutch,0,9
Tetta,Female,Middle Dutch,0,9
Agnes,Female,Middle Dutch,0,8
Sophia,Female,Middle Dutch,0,8
Auesoete,Female,Middle Dutch,0,7
Berta,Female,Middle Dutch,0,7
Heile,Female,Middle Dutch,0,7
Heylewigis,Female,Middle Dutch,0,6
Clementia,Female,Middle Dutch,0,5
Ermegardis,Female,Middle Dutch,0,5
Hildegardis,Female,Middle Dutch,0,5
Kerstine,Female,Middle Dutch,0,5
Lutghardis,Female,Middle Dutch,0,5
Machtilden,Female,Middle Dutch,0,5
Yda,Female,Middle Dutch,0,5
Baua,Female,Middle Dutch,0,4
Ghela,Female,Middle Dutch,0,4
Itsburgis,Female,Middle Dutch,0,4
Nannen,Female,Middle Dutch,0,4
Thedwi,Female,Middle Dutch,0,4
Jute,Female,Middle Dutch,0,3
Nellen,Female,Middle Dutch,0,3
Oda,Female,Middle Dutch,0,3
Segherarden,Female,Middle Dutch,0,3
Siburgis,Female,Middle Dutch,0,3
Soeten,Female,Middle Dutch,0,3
Wendelmodis,Female,Middle Dutch,0,3
Alene,Female,Middle Dutch,0,2
Amalburga,Female,Middle Dutch,0,2
Badeloghen,Female,Middle Dutch,0,2
Douwen,Female,Middle Dutch,0,2
Flore,Female,Middle Dutch,0,2
Folqui,Female,Middle Dutch,0,2
Gertruid,Female,Middle Dutch,0,2
Gheertrud,Female,Middle Dutch,0,2
Ghertrude,Female,Middle Dutch,0,2
Imma,Female,Middle Dutch,0,2
Imsoete,Female,Middle Dutch,0,2
Meynseth,Female,Middle Dutch,0,2
Pietersen,Female,Middle Dutch,0,2
Reynildis,Female,Middle Dutch,0,2
Reynwi,Female,Middle Dutch,0,2
Saxiardis,Female,Middle Dutch,0,2
Sybillia,Female,Middle Dutch,0,2
Truden,Female,Middle Dutch,0,2
Uergina,Female,Middle Dutch,0,2
Verthwi,Female,Middle Dutch,0,2
Achate,Female,Middle Dutch,0,1
Adelice,Female,Middle Dutch,0,1
Adelisa,Female,Middle Dutch,0,1
Adelise,Female,Middle Dutch,0,1
Aelidis,Female,Middle Dutch,0,1
Aghata,Female,Middle Dutch,0,1
Aghate,Female,Middle Dutch,0,1
Aghte,Female,Middle Dutch,0,1
Agneti,Female,Middle Dutch,0,1
Aleberna,Female,Middle Dutch,0,1
Aleide,Female,Middle Dutch,0,1
Aleidis,Female,Middle Dutch,0,1
Aleit,Female,Middle Dutch,0,1
Aleyd,Female,Middle Dutch,0,1
Aleyden,Female,Middle Dutch,0,1
Aleyt,Female,Middle Dutch,0,1
Alisa,Female,Middle Dutch,0,1
Alise,Female,Middle Dutch,0,1
Alretieren,Female,Middle Dutch,0,1
Alye,Female,Middle Dutch,0,1
Amelgeir,Female,Middle Dutch,0,1
Atghardis,Female,Middle Dutch,0,1
Auasoeta,Female,Middle Dutch,0,1
Auuezoete,Female,Middle Dutch,0,1
Auzilie,Female,Middle Dutch,0,1
Avesoeten,Female,Middle Dutch,0,1
Avesoten,Female,Middle Dutch,0,1
Badelogen,Female,Middle Dutch,0,1
Bata,Female,Middle Dutch,0,1
Baue,Female,Middle Dutch,0,1
Bazelis,Female,Middle Dutch,0,1
Beatrijs,Female,Middle Dutch,0,1
Beatrix,Female,Middle Dutch,0,1
Bela,Female,Middle Dutch,0,1
Bele,Female,Middle Dutch,0,1
Berte,Female,Middle Dutch,0,1
Bertrade,Female,Middle Dutch,0,1
Bette,Female,Middle Dutch,0,1
Bre,Female,Middle Dutch,0,1
Brechtlent,Female,Middle Dutch,0,1
Breghlent,Female,Middle Dutch,0,1
Breghta,Female,Middle Dutch,0,1
Brundonis,Female,Middle Dutch,0,1
Cecilia,Female,Middle Dutch,0,1
Cecilie,Female,Middle Dutch,0,1
Clara,Female,Middle Dutch,0,1
Clemense,Female,Middle Dutch,0,1
Clementie,Female,Middle Dutch,0,1
Clemma,Female,Middle Dutch,0,1
Cofte,Female,Middle Dutch,0,1
Cristine,Female,Middle Dutch,0,1
Didwien,Female,Middle Dutch,0,1
Diedewien,Female,Middle Dutch,0,1
Diedvie,Female,Middle Dutch,0,1
Diedwien,Female,Middle Dutch,0,1
Diewien,Female,Middle Dutch,0,1
Diewiven,Female,Middle Dutch,0,1
Duue,Female,Middle Dutch,0,1
Edela,Female,Middle Dutch,0,1
Eingeliadis,Female,Middle Dutch,0,1
Elisabeth,Female,Middle Dutch,0,1
Elizabeth,Female,Middle Dutch,0,1
Elyzabet,Female,Middle Dutch,0,1
Emgelberna,Female,Middle Dutch,0,1
Emmelina,Female,Middle Dutch,0,1
Erkenradis,Female,Middle Dutch,0,1
Ermergardis,Female,Middle Dutch,0,1
Ermerut,Female,Middle Dutch,0,1
Ermgaert,Female,Middle Dutch,0,1
Esa,Female,Middle Dutch,0,1
Euffemia,Female,Middle Dutch,0,1
Florie,Female,Middle Dutch,0,1
Geile,Female,Middle Dutch,0,1
Gele,Female,Middle Dutch,0,1
Gerburgis,Female,Middle Dutch,0,1
Gheesen,Female,Middle Dutch,0,1
Gheile,Female,Middle Dutch,0,1
Gheilenlen,Female,Middle Dutch,0,1
Gheionis,Female,Middle Dutch,0,1
Ghele,Female,Middle Dutch,0,1
Gheyonis,Female,Middle Dutch,0,1
Ghodelde,Female,Middle Dutch,0,1
Ghoudekinen,Female,Middle Dutch,0,1
Gisele,Female,Middle Dutch,0,1
Gloria,Female,Middle Dutch,0,1
Godeweris,Female,Middle Dutch,0,1
Grieta,Female,Middle Dutch,0,1
Griete,Female,Middle Dutch,0,1
Grite,Female,Middle Dutch,0,1
Hadewidis,Female,Middle Dutch,0,1
Hadewigis,Female,Middle Dutch,0,1
Haduigis,Female,Middle Dutch,0,1
Haedvien,Female,Middle Dutch,0,1
Haedwien,Female,Middle Dutch,0,1
Halene,Female,Middle Dutch,0,1
Hawien,Female,Middle Dutch,0,1
Heille,Female,Middle Dutch,0,1
Heilsota,Female,Middle Dutch,0,1
Helewigis,Female,Middle Dutch,0,1
Helwigis,Female,Middle Dutch,0,1
Helyana,Female,Middle Dutch,0,1
Hersewindis,Female,Middle Dutch,0,1
Heylwegis,Female,Middle Dutch,0,1
Hildeburgis,Female,Middle Dutch,0,1
Hilduardis,Female,Middle Dutch,0,1
Hilla,Female,Middle Dutch,0,1
Hille,Female,Middle Dutch,0,1
Hodine,Female,Middle Dutch,0,1
Hylle,Female,Middle Dutch,0,1
Iseburgis,Female,Middle Dutch,0,1
Iutta,Female,Middle Dutch,0,1
Jacomin,Female,Middle Dutch,0,1
Jmzoete,Female,Middle Dutch,0,1
Juen,Female,Middle Dutch,0,1
Kateline,Female,Middle Dutch,0,1
Katerine,Female,Middle Dutch,0,1
Katrine,Female,Middle Dutch,0,1
Kristina,Female,Middle Dutch,0,1
Kristine,Female,Middle Dutch,0,1
Laysen,Female,Middle Dutch,0,1
Lelien,Female,Middle Dutch,0,1
Lenildis,Female,Middle Dutch,0,1
Liedelde,Female,Middle Dutch,0,1
Lielde,Female,Middle Dutch,0,1
Ligardis,Female,Middle Dutch,0,1
Lisbette,Female,Middle Dutch,0,1
Lisebetta,Female,Middle Dutch,0,1
Lisen,Female,Middle Dutch,0,1
Liudburgis,Female,Middle Dutch,0,1
Lizebette,Female,Middle Dutch,0,1
Luitgharden,Female,Middle Dutch,0,1
Lysa,Female,Middle Dutch,0,1
Lysebette,Female,Middle Dutch,0,1
Lysen,Female,Middle Dutch,0,1
Maba,Female,Middle Dutch,0,1
Maben,Female,Middle Dutch,0,1
Mabilia,Female,Middle Dutch,0,1
Machtelden,Female,Middle Dutch,0,1
Magrite,Female,Middle Dutch,0,1
Magthildis,Female,Middle Dutch,0,1
Marcibilia,Female,Middle Dutch,0,1
Margareta,Female,Middle Dutch,0,1
Margarite,Female,Middle Dutch,0,1
Margreta,Female,Middle Dutch,0,1
Margriete,Female,Middle Dutch,0,1
Mariin,Female,Middle Dutch,0,1
Marisseis,Female,Middle Dutch,0,1
Mathildis,Female,Middle Dutch,0,1
Matilde,Female,Middle Dutch,0,1
Menoldis,Female,Middle Dutch,0,1
Mense,Female,Middle Dutch,0,1
Menseth,Female,Middle Dutch,0,1
Meregriete,Female,Middle Dutch,0,1
Mergriete,Female,Middle Dutch,0,1
Merin,Female,Middle Dutch,0,1
Metta,Female,Middle Dutch,0,1
Meyen,Female,Middle Dutch,0,1
Minneke,Female,Middle Dutch,0,1
Moerseil,Female,Middle Dutch,0,1
Nancke,Female,Middle Dutch,0,1
Naneke,Female,Middle Dutch,0,1
Natelien,Female,Middle Dutch,0,1
Necen,Female,Middle Dutch,0,1
Nese,Female,Middle Dutch,0,1
Nete,Female,Middle Dutch,0,1
Nimme,Female,Middle Dutch,0,1
Ode,Female,Middle Dutch,0,1
Oderada,Female,Middle Dutch,0,1
Perien,Female,Middle Dutch,0,1
Pernele,Female,Middle Dutch,0,1
Rabburgis,Female,Middle Dutch,0,1
Remsindis,Female,Middle Dutch,0,1
Reymodis,Female,Middle Dutch,0,1
Ricmoden,Female,Middle Dutch,0,1
Rycaldis,Female,Middle Dutch,0,1
Salome,Female,Middle Dutch,0,1
Sara,Female,Middle Dutch,0,1
Sarre,Female,Middle Dutch,0,1
Saswe,Female,Middle Dutch,0,1
Scilla,Female,Middle Dutch,0,1
Segherdins,Female,Middle Dutch,0,1
Sipper,Female,Middle Dutch,0,1
Siwa,Female,Middle Dutch,0,1
Soetin,Female,Middle Dutch,0,1
Sophyen,Female,Middle Dutch,0,1
Suaneka,Female,Middle Dutch,0,1
Swaneke,Female,Middle Dutch,0,1
Sybillie,Female,Middle Dutch,0,1
Syborghe,Female,Middle Dutch,0,1
Syburgis,Female,Middle Dutch,0,1
Sydradis,Female,Middle Dutch,0,1
Sywi,Female,Middle Dutch,0,1
Teta,Female,Middle Dutch,0,1
Trame,Female,Middle Dutch,0,1
Trisen,Female,Middle Dutch,0,1
Ude,Female,Middle Dutch,0,1
Verghina,Female,Middle Dutch,0,1
Verkateline,Female,Middle Dutch,0,1
Verlisbete,Female,Middle Dutch,0,1
Verlisebette,Female,Middle Dutch,0,1
Vermagriete,Female,Middle Dutch,0,1
Vermergriete,Female,Middle Dutch,0,1
Vivien,Female,Middle Dutch,0,1
Volcwiif,Female,Middle Dutch,0,1
Volqui,Female,Middle Dutch,0,1
Volquiven,Female,Middle Dutch,0,1
Volwi,Female,Middle Dutch,0,1
Vreile,Female,Middle Dutch,0,1
Walburgis,Female,Middle Dutch,0,1
Waldrada,Female,Middle Dutch,0,1
Weindelmode,Female,Middle Dutch,0,1
Wijfgode,Female,Middle Dutch,0,1
Wijfgoeden,Female,Middle Dutch,0,1
Woltwigis,Female,Middle Dutch,0,1
Yde,Female,Middle Dutch,0,1
Ymmekine,Female,Middle Dutch,0,1
Ysabella,Female,Middle Dutch,0,1
Zegheraden,Female,Middle Dutch,0,1
Zoetiin,Female,Middle Dutch,0,1
Zuanelt,Female,Middle Dutch,0,1
Jan,Male,Middle Dutch,0,394
Willem,Male,Middle Dutch,0,245
Henric,Male,Middle Dutch,0,213
Didderic,Male,Middle Dutch,0,141
Wouter,Male,Middle Dutch,0,140
Gerart,Male,Middle Dutch,0,129
Arnoud,Male,Middle Dutch,0,105
Clais,Male,Middle Dutch,0,103
Boidin,Male,Middle Dutch,0,97
Jacob,Male,Middle Dutch,0,79
Gilis,Male,Middle Dutch,0,63
Hughe,Male,Middle Dutch,0,57
Pieter,Male,Middle Dutch,0,54
Gosuinus,Male,Middle Dutch,0,46
Symon,Male,Middle Dutch,0,46
Ghisebrecht,Male,Middle Dutch,0,40
Herman,Male,Middle Dutch,0,28
Rodolf,Male,Middle Dutch,0,27
Godefridus,Male,Middle Dutch,0,23
Daniel,Male,Middle Dutch,0,22
Lambrecht,Male,Middle Dutch,0,22
Euerardus,Male,Middle Dutch,0,21
Thieleman,Male,Middle Dutch,0,21
Florens,Male,Middle Dutch,0,20
Alard,Male,Middle Dutch,0,19
Arnulphus,Male,Middle Dutch,0,19
Mattheus,Male,Middle Dutch,0,18
Reynerus,Male,Middle Dutch,0,18
Frethericus,Male,Middle Dutch,0,17
Kerstiaen,Male,Middle Dutch,0,17
Ludolphus,Male,Middle Dutch,0,17
Stephanus,Male,Middle Dutch,0,17
Robbrecht,Male,Middle Dutch,0,16
Thomas,Male,Middle Dutch,0,16
Albertus,Male,Middle Dutch,0,15
Engelbertus,Male,Middle Dutch,0,15
Isbrandus,Male,Middle Dutch,0,15
Otto,Male,Middle Dutch,0,15
Philips,Male,Middle Dutch,0,15
Soi,Male,Middle Dutch,0,14
Bernardus,Male,Middle Dutch,0,13
Egbertus,Male,Middle Dutch,0,13
Ghodscalc,Male,Middle Dutch,0,13
Martin,Male,Middle Dutch,0,13
Pauels,Male,Middle Dutch,0,13
Segher,Male,Middle Dutch,0,13
Laurens,Male,Middle Dutch,0,12
Rase,Male,Middle Dutch,0,11
Conrad,Male,Middle Dutch,0,10
Eustacius,Male,Middle Dutch,0,10
Michiel,Male,Middle Dutch,0,10
Oliuerus,Male,Middle Dutch,0,10
Rutgerus,Male,Middle Dutch,0,10
Andreas,Male,Middle Dutch,0,8
Bartholomeus,Male,Middle Dutch,0,8
Dodo,Male,Middle Dutch,0,8
Folcard,Male,Middle Dutch,0,8
Lubertus,Male,Middle Dutch,0,7
Marcilius,Male,Middle Dutch,0,7
Poppo,Male,Middle Dutch,0,7
Wellinus,Male,Middle Dutch,0,7
Bertoldus,Male,Middle Dutch,0,6
Elyas?,Male,Middle Dutch,0,6
Franco,Male,Middle Dutch,0,6
Gheynekine,Male,Middle Dutch,0,6
Iordanus,Male,Middle Dutch,0,6
Remboldus,Male,Middle Dutch,0,6
Sibrando,Male,Middle Dutch,0,6
Vastraid,Male,Middle Dutch,0,6
Willekine,Male,Middle Dutch,0,6
Ysewin,Male,Middle Dutch,0,6
Adolfus,Male,Middle Dutch,0,5
Amilius,Male,Middle Dutch,0,5
Folpertus,Male,Middle Dutch,0,5
Otger,Male,Middle Dutch,0,5
Sygerus,Male,Middle Dutch,0,5
Tielekine,Male,Middle Dutch,0,5
Werenboud,Male,Middle Dutch,0,5
Alebaren,Male,Middle Dutch,0,4
Alem,Male,Middle Dutch,0,4
Alwar,Male,Middle Dutch,0,4
Arnekin,Male,Middle Dutch,0,4
Barwoud,Male,Middle Dutch,0,4
Brun,Male,Middle Dutch,0,4
Enekonus,Male,Middle Dutch,0,4
Gerlacus,Male,Middle Dutch,0,4
Ghisele,Male,Middle Dutch,0,4
Gisekin,Male,Middle Dutch,0,4
Heinone,Male,Middle Dutch,0,4
Hubrecht,Male,Middle Dutch,0,4
Ingel,Male,Middle Dutch,0,4
Ino,Male,Middle Dutch,0,4
Lammekin,Male,Middle Dutch,0,4
Mense,Male,Middle Dutch,0,4
Nanne,Male,Middle Dutch,0,4
Pelegrim,Male,Middle Dutch,0,4
Thezonus,Male,Middle Dutch,0,4
Wigherus,Male,Middle Dutch,0,4
Woutgerus,Male,Middle Dutch,0,4
Ancelmus,Male,Middle Dutch,0,3
Batten,Male,Middle Dutch,0,3
Betten,Male,Middle Dutch,0,3
Bodekine,Male,Middle Dutch,0,3
Diddekin,Male,Middle Dutch,0,3
Fays,Male,Middle Dutch,0,3
Folkero,Male,Middle Dutch,0,3
Gheram,Male,Middle Dutch,0,3
Havix,Male,Middle Dutch,0,3
Justaes,Male,Middle Dutch,0,3
Kornillis,Male,Middle Dutch,0,3
Lennot,Male,Middle Dutch,0,3
Lieuin,Male,Middle Dutch,0,3
Loduicus,Male,Middle Dutch,0,3
Rampe,Male,Middle Dutch,0,3
Reymar,Male,Middle Dutch,0,3
Reynold,Male,Middle Dutch,0,3
Sanders,Male,Middle Dutch,0,3
Veder,Male,Middle Dutch,0,3
Vroeden,Male,Middle Dutch,0,3
wasseliin,Male,Middle Dutch,0,3
Wederic,Male,Middle Dutch,0,3
Willai,Male,Middle Dutch,0,3
Wlfarde,Male,Middle Dutch,0,3
Wolbrand,Male,Middle Dutch,0,3
Abelkijn,Male,Middle Dutch,0,2
Adam,Male,Middle Dutch,0,2
Alwin,Male,Middle Dutch,0,2
Anthonius,Male,Middle Dutch,0,2
Arnst,Male,Middle Dutch,0,2
Bobone,Male,Middle Dutch,0,2
Bollarde,Male,Middle Dutch,0,2
Brandekijn,Male,Middle Dutch,0,2
Cesarius,Male,Middle Dutch,0,2
Clarebout,Male,Middle Dutch,0,2
Dauid,Male,Middle Dutch,0,2
Euerocker,Male,Middle Dutch,0,2
Everdey,Male,Middle Dutch,0,2
Eylwardo,Male,Middle Dutch,0,2
Geykonis,Male,Middle Dutch,0,2
Gheeneman,Male,Middle Dutch,0,2
Gherbrandus,Male,Middle Dutch,0,2
Gherolf,Male,Middle Dutch,0,2
Ghiselijn,Male,Middle Dutch,0,2
God,Male,Middle Dutch,0,2
Hardenbernus,Male,Middle Dutch,0,2
Heinkin,Male,Middle Dutch,0,2
Hetselo,Male,Middle Dutch,0,2
Hildebrandus,Male,Middle Dutch,0,2
Jois,Male,Middle Dutch,0,2
Jonas,Male,Middle Dutch,0,2
Lucas,Male,Middle Dutch,0,2
Meynolphus,Male,Middle Dutch,0,2
Mourin,Male,Middle Dutch,0,2
Moys,Male,Middle Dutch,0,2
Paradanus,Male,Middle Dutch,0,2
Rembrecht,Male,Middle Dutch,0,2
Remdo,Male,Middle Dutch,0,2
Reuro,Male,Middle Dutch,0,2
Ringot,Male,Middle Dutch,0,2
Salomon,Male,Middle Dutch,0,2
Seukinus,Male,Middle Dutch,0,2
Siccone,Male,Middle Dutch,0,2
Thidboldus,Male,Middle Dutch,0,2
Tiedeman,Male,Middle Dutch,0,2
Vesse,Male,Middle Dutch,0,2
Walic,Male,Middle Dutch,0,2
Wein,Male,Middle Dutch,0,2
Wernerus,Male,Middle Dutch,0,2
Wolfraem,Male,Middle Dutch,0,2
Abben,Male,Middle Dutch,0,1
Adolphus,Male,Middle Dutch,0,1
Adone,Male,Middle Dutch,0,1
Aernout,Male,Middle Dutch,0,1
Agberto,Male,Middle Dutch,0,1
Airnt,Male,Middle Dutch,0,1
Alaert,Male,Middle Dutch,0,1
Alamus,Male,Middle Dutch,0,1
Alart,Male,Middle Dutch,0,1
Alberone,Male,Middle Dutch,0,1
Aldulfo,Male,Middle Dutch,0,1
Alebernus,Male,Middle Dutch,0,1
Alebertus,Male,Middle Dutch,0,1
Alebrando,Male,Middle Dutch,0,1
Alebrecht,Male,Middle Dutch,0,1
Alewinus,Male,Middle Dutch,0,1
Alvericus,Male,Middle Dutch,0,1
Alwair,Male,Middle Dutch,0,1
Amelgeir,Male,Middle Dutch,0,1
Amelis,Male,Middle Dutch,0,1
Amisius,Male,Middle Dutch,0,1
Ancelin,Male,Middle Dutch,0,1
Andries,Male,Middle Dutch,0,1
Annekinus,Male,Middle Dutch,0,1
Annekonis,Male,Middle Dutch,0,1
Anselmi,Male,Middle Dutch,0,1
Aper,Male,Middle Dutch,0,1
Arnest,Male,Middle Dutch,0,1
Arnold,Male,Middle Dutch,0,1
Arnoudekine,Male,Middle Dutch,0,1
Arnout,Male,Middle Dutch,0,1
Arnuldo,Male,Middle Dutch,0,1
Arst,Male,Middle Dutch,0,1
Artus,Male,Middle Dutch,0,1
Ase,Male,Middle Dutch,0,1
Assceric,Male,Middle Dutch,0,1
Baldewin,Male,Middle Dutch,0,1
Balduinus,Male,Middle Dutch,0,1
Baldwinus,Male,Middle Dutch,0,1
Barnarde,Male,Middle Dutch,0,1
Barnart,Male,Middle Dutch,0,1
Barthelmeus,Male,Middle Dutch,0,1
Bartholdus,Male,Middle Dutch,0,1
Bartholmeuse,Male,Middle Dutch,0,1
Bartoude,Male,Middle Dutch,0,1
Bartrarde,Male,Middle Dutch,0,1
Bel,Male,Middle Dutch,0,1
Bernart,Male,Middle Dutch,0,1
Bernero,Male,Middle Dutch,0,1
Bertelmeuse,Male,Middle Dutch,0,1
Bertholdus,Male,Middle Dutch,0,1
Bertout,Male,Middle Dutch,0,1
Berwoldus,Male,Middle Dutch,0,1
Blankard,Male,Middle Dutch,0,1
Blomart,Male,Middle Dutch,0,1
Bodijn,Male,Middle Dutch,0,1
Bodwine,Male,Middle Dutch,0,1
Boidekinus,Male,Middle Dutch,0,1
Boidiin,Male,Middle Dutch,0,1
Boidijn,Male,Middle Dutch,0,1
Bolonis,Male,Middle Dutch,0,1
Bottekine,Male,Middle Dutch,0,1
Boud,Male,Middle Dutch,0,1
Boudekin,Male,Middle Dutch,0,1
Boudekine,Male,Middle Dutch,0,1
Bouden,Male,Middle Dutch,0,1
Boudenkin,Male,Middle Dutch,0,1
Boudin,Male,Middle Dutch,0,1
Bouduin,Male,Middle Dutch,0,1
Bouen,Male,Middle Dutch,0,1
Boydekinus,Male,Middle Dutch,0,1
Boydewino,Male,Middle Dutch,0,1
Boydijn,Male,Middle Dutch,0,1
Boydine,Male,Middle Dutch,0,1
Boyt,Male,Middle Dutch,0,1
Brame,Male,Middle Dutch,0,1
Breghtgherus,Male,Middle Dutch,0,1
Bruno,Male,Middle Dutch,0,1
Buedin,Male,Middle Dutch,0,1
Buedine,Male,Middle Dutch,0,1
Buedyne,Male,Middle Dutch,0,1
Buete,Male,Middle Dutch,0,1
Butsel,Male,Middle Dutch,0,1
Cats,Male,Middle Dutch,0,1
Cerstian,Male,Middle Dutch,0,1
Christianus,Male,Middle Dutch,0,1
Cizarijs,Male,Middle Dutch,0,1
Claes,Male,Middle Dutch,0,1
Claies,Male,Middle Dutch,0,1
Clareboude,Male,Middle Dutch,0,1
Clasekine,Male,Middle Dutch,0,1
Claus,Male,Middle Dutch,0,1
Claward,Male,Middle Dutch,0,1
Clays,Male,Middle Dutch,0,1
Clemmam,Male,Middle Dutch,0,1
Coclike,Male,Middle Dutch,0,1
Coeke,Male,Middle Dutch,0,1
Coekelin,Male,Middle Dutch,0,1
Coenradus,Male,Middle Dutch,0,1
Cokelin,Male,Middle Dutch,0,1
Colijn,Male,Middle Dutch,0,1
Colimus,Male,Middle Dutch,0,1
Colin,Male,Middle Dutch,0,1
Conrado,Male,Middle Dutch,0,1
Conrardus,Male,Middle Dutch,0,1
Conrart,Male,Middle Dutch,0,1
Conzone,Male,Middle Dutch,0,1
Copparde,Male,Middle Dutch,0,1
Coppekine,Male,Middle Dutch,0,1
Coppesoeten,Male,Middle Dutch,0,1
Coppijn,Male,Middle Dutch,0,1
Coppyne,Male,Middle Dutch,0,1
Copsoeten,Male,Middle Dutch,0,1
Corstans,Male,Middle Dutch,0,1
Costan,Male,Middle Dutch,0,1
Costine,Male,Middle Dutch,0,1
Cristianus,Male,Middle Dutch,0,1
Cristinus,Male,Middle Dutch,0,1
Curdiin,Male,Middle Dutch,0,1
Dammas,Male,Middle Dutch,0,1
Daneel,Male,Middle Dutch,0,1
Daneil,Male,Middle Dutch,0,1
Danekin,Male,Middle Dutch,0,1
Danel,Male,Middle Dutch,0,1
Danyel,Male,Middle Dutch,0,1
Dauijd,Male,Middle Dutch,0,1
Deddo,Male,Middle Dutch,0,1
Deghen,Male,Middle Dutch,0,1
Denijs,Male,Middle Dutch,0,1
Dibboud,Male,Middle Dutch,0,1
Didde,Male,Middle Dutch,0,1
Didderik,Male,Middle Dutch,0,1
Diddric,Male,Middle Dutch,0,1
Dideric,Male,Middle Dutch,0,1
Didewar,Male,Middle Dutch,0,1
Diederic,Male,Middle Dutch,0,1
Diederich,Male,Middle Dutch,0,1
Diedericx,Male,Middle Dutch,0,1
Diederijc,Male,Middle Dutch,0,1
Diederike,Male,Middle Dutch,0,1
Diederjc,Male,Middle Dutch,0,1
Diedric,Male,Middle Dutch,0,1
Diet,Male,Middle Dutch,0,1
Dieuel,Male,Middle Dutch,0,1
Dirkino,Male,Middle Dutch,0,1
Diudo,Male,Middle Dutch,0,1
Dodekin,Male,Middle Dutch,0,1
Dodijn,Male,Middle Dutch,0,1
Dodin,Male,Middle Dutch,0,1
Dodone,Male,Middle Dutch,0,1
Doedekijn,Male,Middle Dutch,0,1
Doedekin,Male,Middle Dutch,0,1
Doemaas,Male,Middle Dutch,0,1
Domaes,Male,Middle Dutch,0,1
Domas,Male,Middle Dutch,0,1
Domayse,Male,Middle Dutch,0,1
Dries,Male,Middle Dutch,0,1
Duker,Male,Middle Dutch,0,1
Dybben,Male,Middle Dutch,0,1
Dydderic,Male,Middle Dutch,0,1
Dyderic,Male,Middle Dutch,0,1
Ecbertus,Male,Middle Dutch,0,1
Eckbertus,Male,Middle Dutch,0,1
Eelbout,Male,Middle Dutch,0,1
Eggerdus,Male,Middle Dutch,0,1
Egghebrecht,Male,Middle Dutch,0,1
Eghenonis,Male,Middle Dutch,0,1
Eingelberto,Male,Middle Dutch,0,1
Elberino,Male,Middle Dutch,0,1
Elias,Male,Middle Dutch,0,1
Eligius,Male,Middle Dutch,0,1
Ellic,Male,Middle Dutch,0,1
Eltato,Male,Middle Dutch,0,1
Eltetus,Male,Middle Dutch,0,1
Emgebertus,Male,Middle Dutch,0,1
Emmekine,Male,Middle Dutch,0,1
Engel,Male,Middle Dutch,0,1
Enghel,Male,Middle Dutch,0,1
Enghelbrechs,Male,Middle Dutch,0,1
Enghelbrecht,Male,Middle Dutch,0,1
Enone,Male,Middle Dutch,0,1
Enonis,Male,Middle Dutch,0,1
Eremboldus,Male,Middle Dutch,0,1
Erenboede,Male,Middle Dutch,0,1
Eueraerd,Male,Middle Dutch,0,1
Eueraert,Male,Middle Dutch,0,1
Euerart,Male,Middle Dutch,0,1
Eunekinus,Male,Middle Dutch,0,1
Eustatius,Male,Middle Dutch,0,1
Evekonem,Male,Middle Dutch,0,1
Ever,Male,Middle Dutch,0,1
Everaed,Male,Middle Dutch,0,1
Everaerd,Male,Middle Dutch,0,1
Everaet,Male,Middle Dutch,0,1
Everard,Male,Middle Dutch,0,1
Everardt,Male,Middle Dutch,0,1
Everart,Male,Middle Dutch,0,1
Evergero,Male,Middle Dutch,0,1
Everhardo,Male,Middle Dutch,0,1
Everocker,Male,Middle Dutch,0,1
Everyng,Male,Middle Dutch,0,1
Fastrado,Male,Middle Dutch,0,1
Faytop,Male,Middle Dutch,0,1
Fellen,Male,Middle Dutch,0,1
firiin,Male,Middle Dutch,0,1
Florence,Male,Middle Dutch,0,1
